Movie_name,Top_genres,Release_Date,tconst,capped_profit,Successful,role_1,role_2,role_3,role_4,role_1_birth_year,role_2_birth_year,role_3_birth_year,role_4_birth_year,role_1_roles_count,role_2_roles_count,role_3_roles_count,role_4_roles_count,role_1_sex,role_2_sex,role_3_sex,role_4_sex
Frenchie,Action/Adventure,1950,tt0042482,11609286.614221303,4.7,nm0566948,nm0001859,nm0446769,nm0006471,1905,1920,1899,1902,74.0,88.0,82.0,64.0,M,F,M,F
Sealed Cargo,Action/Adventure,1951,tt0044012,0.0,4.6,nm0000763,nm0050073,nm0001647,nm0233856,1909,1925,1889,1901,402.0,23.0,59.0,28.0,M,F,M,M
The Legend of Lylah Clare,Other,1968,tt0063219,0.0,4.4,nm0001571,nm0002075,nm0000308,nm0783670,1933,1916,1917,1918,25.0,43.0,319.0,39.0,F,M,M,M
Dosti,Other,1964,tt0146645,0.0,5.0,nm0474894,nm0474901,nm0451313,nm0045124,\N,\N,1941,\N,1.0,4.0,73.0,17.0,M,M,M,F
Three on a Meathook,Horror,1972,tt0069375,0.0,4.1,nm0457423,nm0681890,nm0826003,nm0125634,1924,1949,1948,\N,3.0,2.0,1.0,2.0,M,M,F,F
Scaramouche,Action/Adventure,1952,tt0045125,11609286.614221303,5.0,nm0001289,nm0001463,nm0662223,nm0002072,1913,1927,1922,1917,65.0,57.0,63.0,55.0,M,F,F,M
I'm Going Home,Drama,2001,tt0283422,0.0,4.6,nm0681566,nm0000366,nm0000518,nm0152647,1925,1943,1953,1960,162.0,113.0,138.0,62.0,M,F,M,M
Football Romeo,Other,1938,tt0030146,0.0,4.6,nm0393454,nm0497245,nm0568757,nm0842813,1931,1933,1928,1927,8.0,3.0,19.0,20.0,F,M,M,M
Sayonara,Drama,1957,tt0050933,11609286.614221303,7.3,nm0000008,nm0001544,nm0654433,nm0001258,1924,1920,1925,1928,45.0,254.0,19.0,282.0,M,M,F,M
Little Boy Boo,Other,1954,tt0047181,0.0,4.8,nm0000305,nm0021519,nm0390696,,1908,1904,1923,,1938.0,41.0,14.0,,M,F,F,
Desperately Seeking Susan,Drama,1985,tt0089017,11609286.614221303,4.7,nm0000275,nm0000187,nm0001644,nm0089685,1959,1958,1959,1950,117.0,21.0,190.0,22.0,F,F,M,M
Four Nights of a Dreamer,Other,1971,tt0067641,0.0,4.7,nm0918315,nm0220750,nm0598381,nm0560908,1950,\N,\N,\N,10.0,1.0,1.0,2.0,F,M,M,M
Beat the Drum,Drama,2003,tt0387057,0.0,4.7,nm1494287,nm0782764,nm0878500,nm0778982,\N,\N,1939,1937,80.0,3.0,5.0,4.0,M,M,F,M
Up 'n' Under,Other,1998,tt0120422,11609286.614221303,4.6,nm0647653,nm0725956,nm0418379,nm0114460,1957,1958,1972,1957,23.0,129.0,97.0,77.0,M,M,F,M
The Getaway,Drama,1994,tt0109890,11609286.614221303,4.6,nm0000285,nm0000107,nm0000514,nm0000249,1958,1953,1957,1947,231.0,54.0,224.0,115.0,M,F,M,M
You and Me,Drama,2005,tt0757376,0.0,4.8,nm1314731,nm2168570,nm3331038,nm3307871,1925,\N,\N,\N,2.0,7.0,1.0,2.0,F,F,F,M
The Last Frontier,Action/Adventure,1932,tt0023115,0.0,4.5,nm0001033,nm0347827,nm0124287,nm0221488,1906,1908,1903,1878,142.0,61.0,10.0,27.0,M,F,M,M
3 Bachelors,Other,2012,tt2224254,0.0,3.9,nm0430817,nm1696149,nm3783565,nm3486952,1979,\N,1979,\N,79.0,10.0,488.0,1.0,M,F,F,M
The Impatient Years,Other,1944,tt0036950,-8074374.230222643,4.4,nm0000795,nm0101350,nm0002013,nm0118000,1900,1914,1877,1903,60.0,129.0,71.0,374.0,F,M,M,M
McHale's Navy,Action/Adventure,1997,tt0119640,6680787.046548645,4.2,nm0000792,nm0001777,nm0000308,nm0005226,1959,1936,1917,1968,128.0,200.0,319.0,405.0,M,M,M,F
Toss-Up,Other,2004,tt0428059,0.0,4.8,nm1090070,nm1015631,nm0079874,nm1085525,1974,1971,1934,1972,255.0,137.0,55.0,76.0,M,M,M,M
Glorious Betsy,Drama,1928,tt0018945,0.0,4.4,nm0182537,nm0619261,nm0587534,nm0531584,1903,1897,1892,1871,26.0,90.0,49.0,75.0,F,M,M,M
Satan War,Other,1979,tt0457124,0.0,3.9,nm1914938,nm1913844,nm0041861,nm0210477,\N,\N,\N,\N,1.0,1.0,1.0,15.0,F,M,F,M
Dark Passage,Drama,1947,tt0039302,-17793652.303098172,4.5,nm0000007,nm0000002,nm0071636,nm0001547,1899,1924,1906,1900,66.0,55.0,71.0,300.0,M,F,M,F
Santa with Muscles,Other,1996,tt0117550,332953.5328689831,3.7,nm0001356,nm0823155,nm0193495,nm0606541,1953,1954,1956,1937,73.0,31.0,11.0,197.0,M,M,F,M
The Sting II,Action/Adventure,1983,tt0086370,11609286.614221303,4.4,nm0001276,nm0205067,nm0000414,nm0001500,1916,1942,1947,1912,93.0,15.0,77.0,173.0,M,M,F,M
Love That Brute,Other,1950,tt0042688,0.0,4.5,nm0007222,nm0676492,nm0003110,nm0943978,1907,1926,1907,1916,38.0,17.0,131.0,137.0,M,F,M,M
Night of the Scarecrow,Other,1995,tt0113982,0.0,4.3,nm0056336,nm0581810,nm0740535,nm0323098,1964,1963,1951,1932,11.0,7.0,211.0,17.0,F,M,M,M
Universal Groove,Other,2007,tt0287075,0.0,4.3,nm0000433,nm0611889,nm0619549,nm1449278,1971,1948,1972,\N,42.0,82.0,9.0,2.0,M,M,F,M
A Mighty Heart,Drama,2007,tt0829459,3351828.3234126805,4.6,nm0001401,nm0001246,nm0451234,nm0659544,1975,1967,1967,1972,53.0,82.0,407.0,199.0,F,M,M,F
Ishaqzaade,Other,2012,tt2308773,0.0,4.6,nm1819083,nm4495174,nm1247401,nm3595334,1985,1988,1983,\N,25.0,37.0,36.0,25.0,M,F,F,M
Beyond Our Ken,Drama,2004,tt0440445,0.0,4.6,nm1239735,nm0943079,nm1275982,nm1336132,1981,1974,1970,\N,43.0,78.0,6.0,10.0,F,M,F,M
Nuns on the Run,Other,1990,tt0100280,0.0,4.4,nm0001385,nm0001059,nm0168554,nm0840531,1943,1950,1965,1939,101.0,91.0,35.0,53.0,M,M,F,F
Robots,Other,2005,tt0358082,11609286.614221303,4.7,nm0000191,nm0000932,nm0000316,nm0000245,1971,1966,1926,1951,116.0,70.0,52.0,204.0,M,F,M,M
Mutiny on the Bounty,Action/Adventure,1935,tt0026752,11609286.614221303,6.3,nm0001452,nm0000022,nm0867144,nm0612743,1899,1901,1905,1898,47.0,61.0,79.0,18.0,M,M,M,M
The Muppets,Other,2011,tt1204342,11609286.614221303,5.3,nm0010736,nm0781981,nm0177933,nm0429069,1974,1980,1951,1976,52.0,246.0,47.0,208.0,F,M,M,F
The Live Ghost,Other,1934,tt0025413,0.0,4.7,nm0491048,nm0001316,nm0123994,nm0519227,1890,1892,1891,1879,127.0,253.0,30.0,28.0,M,M,F,M
Tomar Jonyo,Other,2008,tt1418762,0.0,4.9,nm3089623,nm0154164,nm0244906,nm3373988,1973,1935,1975,\N,18.0,170.0,61.0,15.0,F,M,M,M
The Vault of Horror,Drama,1973,tt0070868,0.0,4.6,nm0432007,nm0856103,nm0048982,nm0011625,1915,1911,1934,1930,112.0,63.0,279.0,43.0,M,M,M,F
Tokyo Sonata,Drama,2008,tt0938341,1034051.12907808,4.8,nm0434596,nm0463592,nm2431331,nm3011132,1965,1966,1988,1995,82.0,63.0,7.0,22.0,M,F,M,M
Swing Girls,Other,2004,tt0435434,11609286.614221303,5.0,nm1392075,nm1778466,nm1232925,nm1779520,1986,1984,1985,1987,39.0,41.0,70.0,63.0,F,M,F,F
Flashback,Drama,1969,tt0145777,0.0,4.9,nm0311147,nm0144594,nm0303148,nm0197547,1943,1949,1935,\N,7.0,3.0,10.0,2.0,M,F,F,F
Freelance,Other,2007,tt1074961,0.0,4.8,nm2733634,nm2728822,nm2721929,nm2735939,\N,\N,1979,\N,1.0,1.0,1.0,1.0,M,M,M,M
The Cobweb,Drama,1955,tt0047944,-4208642.962962963,4.4,nm0001847,nm0000002,nm0000964,nm0002108,1914,1924,1899,1923,70.0,55.0,122.0,35.0,M,F,M,F
The Trap,Drama,1966,tt0061115,0.0,4.7,nm0878240,nm0001657,nm0786264,nm0157443,1942,1938,1914,1922,48.0,110.0,3.0,12.0,F,M,M,F
LSD 25,Other,2000,tt0391308,0.0,4.9,nm1515975,,,,\N,,,,1.0,,,,F,,,
Superstar,Other,2008,tt1178657,0.0,4.5,nm0447240,nm1188140,nm2756917,nm3148937,1983,1979,\N,1985,32.0,35.0,2.0,1.0,M,F,F,M
Farewell Baghdad,Drama,2010,tt1786476,0.0,4.3,nm3663460,nm1650024,nm4203568,nm4875435,\N,1970,1982,\N,8.0,44.0,54.0,1.0,M,F,M,M
Unhinged,Horror,1982,tt0180274,0.0,4.2,nm0613260,nm0672099,nm0030643,nm0786141,\N,1938,\N,\N,1.0,1.0,1.0,1.0,F,F,F,F
Magnificent Obsession,Drama,1954,tt0047203,11609286.614221303,4.9,nm0943837,nm0001369,nm0001547,nm0472603,1917,1925,1900,1885,298.0,103.0,300.0,69.0,F,M,F,M
Catty Cornered,Other,1953,tt0045612,0.0,4.6,nm0000305,,,,1908,,,,1938.0,,,,M,,,
The Rogue Song,Other,1930,tt0021307,0.0,4.4,nm0862546,nm0654102,nm0642042,nm0903740,1896,1900,1874,1895,8.0,6.0,11.0,3.0,M,F,F,F
Tuesday,Other,2008,tt1372744,0.0,4.7,nm2735459,nm3344745,nm3367239,,\N,\N,\N,,1.0,1.0,6.0,,F,M,M,
Stuart Little,Other,1999,tt0164912,11609286.614221303,4.6,nm0000150,nm0000133,nm0491402,nm0005151,1961,1956,1959,1990,279.0,74.0,361.0,50.0,M,F,M,M
Toomorrow,Other,1970,tt0066469,0.0,4.3,nm0000556,nm1302739,nm0178436,nm0150363,1948,1945,1943,1946,19.0,1.0,1.0,1.0,F,M,M,M
The Shawshank Redemption,Drama,1994,tt0111161,5336795.831307135,5.3,nm0000209,nm0000151,nm0348409,nm0006669,1958,1937,1945,1950,67.0,528.0,45.0,66.0,M,M,M,M
Stronghold of Toughs,Other,1967,tt0061724,0.0,4.6,nm0029732,nm0107011,nm0737440,nm0036327,1943,1946,1914,1944,26.0,6.0,1.0,4.0,M,F,M,M
Mafia vs. Ninja,Action/Adventure,1985,tt0198684,0.0,4.5,nm0521585,nm0398814,nm0397078,nm0398782,\N,\N,\N,1930,15.0,1.0,1.0,27.0,M,M,F,M
Khatarnak,Other,2006,tt0924234,0.0,3.9,nm0712433,nm2299825,nm0482309,nm0695177,1968,1987,1958,1965,64.0,33.0,67.0,212.0,M,F,M,M
America,Other,1924,tt0014672,0.0,4.5,nm0358076,nm0218781,nm0017578,nm0532956,1899,1901,1882,1895,178.0,10.0,8.0,7.0,M,F,M,M
The Masque of the Red Death,Horror,1964,tt0058333,0.0,4.6,nm0001637,nm0183764,nm0038870,nm0922935,1911,1926,1946,1938,172.0,54.0,127.0,4.0,M,F,F,M
Countess Dracula,Horror,1971,tt0065580,0.0,4.4,nm0685839,nm0338210,nm0255973,nm0219062,1937,1924,1936,1909,13.0,33.0,97.0,98.0,F,M,M,M
The Legion of Missing Men,Action/Adventure,1937,tt0029130,0.0,4.2,nm0285391,nm0018273,nm0511280,nm0403636,1904,1911,\N,1888,27.0,138.0,1.0,46.0,M,M,F,M
Pals and Gals,Other,1954,tt0047326,0.0,4.6,nm0002935,nm0004310,nm0397602,nm0570731,1897,1902,1895,1911,264.0,259.0,63.0,46.0,M,M,M,F
The League of Gentlemen's Apocalypse,Other,2005,tt0435687,-4.848873906550033,4.5,nm0309693,nm0671487,nm0790501,nm0790688,1966,1967,1969,1969,86.0,106.0,101.0,123.0,M,M,M,M
Can't Stop the Music,Other,1980,tt0080492,5745442.410759429,4.2,nm0801163,nm0388317,nm0741377,nm0429063,1952,1947,1954,1952,1.0,1.0,2.0,12.0,M,M,M,M
Neighbors,Other,1981,tt0082801,11609286.614221303,4.5,nm0000004,nm0000101,nm0907923,nm0001550,1949,1952,1943,1960,49.0,159.0,15.0,40.0,M,M,F,F
Green Light,Drama,1937,tt0028958,0.0,4.5,nm0001224,nm0521937,nm0512267,nm0362567,1909,1915,1910,1893,50.0,84.0,60.0,86.0,M,F,F,M
The Hole,Drama,2009,tt1085779,0.0,4.4,nm1491631,nm2247245,nm1997480,nm0001632,1992,1988,1998,1969,5.0,24.0,23.0,181.0,M,F,M,F
Hero,Action/Adventure,2002,tt0299977,11609286.614221303,5.1,nm0001472,nm0504897,nm0001041,nm0955471,1963,1962,1964,1979,43.0,66.0,69.0,72.0,M,M,F,F
Kalisundam Raa,Other,2000,tt1575583,0.0,4.7,nm0893142,nm0899649,nm0710045,nm0009892,1960,1930,1949,\N,84.0,11.0,15.0,6.0,M,M,M,M
Going Back,Action/Adventure,2001,tt0337629,0.0,4.4,nm0853156,nm1254912,nm0027548,nm1998055,1982,\N,1933,\N,5.0,2.0,8.0,1.0,M,F,M,M
Popi,Drama,1969,tt0064827,0.0,4.6,nm0000273,nm0001549,nm0276736,nm0017857,1934,1931,1958,1957,85.0,107.0,3.0,1.0,M,F,M,M
Satan Never Sleeps,Other,1962,tt0056447,9391186.776859503,4.6,nm0000034,nm0916067,nm0638395,nm0786780,1918,1889,1939,1889,68.0,20.0,23.0,14.0,M,M,F,F
The Last Valley,Action/Adventure,1971,tt0065969,0.0,4.7,nm0000323,nm0001725,nm0093030,nm0202638,1933,1932,1941,1928,118.0,94.0,37.0,65.0,M,M,F,M
Roman Holiday,Drama,1953,tt0046250,11609286.614221303,7.2,nm0000060,nm0000030,nm0000734,nm0694403,1916,1929,1906,1893,60.0,25.0,402.0,10.0,M,F,M,M
Code Name: Wild Geese,Action/Adventure,1984,tt0087068,0.0,4.2,nm0172484,nm0001812,nm0000308,nm0001428,1946,1925,1917,1926,82.0,73.0,319.0,75.0,M,M,M,M
Prince Valiant,Action/Adventure,1954,tt0047365,-3262286.0955927996,4.4,nm0000051,nm0001463,nm0001822,nm0656428,1909,1927,1930,1933,139.0,57.0,343.0,31.0,M,F,M,F
Marnie,Drama,1964,tt0058329,11609286.614221303,4.9,nm0001335,nm0000125,nm0300010,nm0490103,1930,1930,1912,1922,54.0,71.0,19.0,31.0,F,M,M,F
Runaway Jury,Drama,2003,tt0313542,-77214061.15515289,3.3,nm0000131,nm0001838,nm0000432,nm0000163,1966,1970,1930,1937,79.0,54.0,77.0,72.0,M,F,M,M
Underworld: Awakening,Action/Adventure,2012,tt1496025,11609286.614221303,4.7,nm0000295,nm1013003,nm2086223,nm0001653,1973,1973,1993,1946,66.0,78.0,99.0,122.0,F,M,F,M
Jacob's Ladder,Drama,1990,tt0099871,2027214.721432489,4.8,nm0000209,nm0001615,nm0000732,nm0002023,1958,1959,1933,1956,67.0,36.0,101.0,72.0,M,F,M,M
Pojkarna på Storholmen,Other,1932,tt0023346,0.0,4.5,nm0722595,nm0645034,nm0481270,nm0229282,1895,1881,1908,1898,10.0,5.0,51.0,6.0,M,F,M,M
Streets,Drama,1990,tt0100707,2736022.6444301293,4.4,nm0000775,nm0578903,nm0521551,nm0161237,1971,\N,1951,1911,362.0,92.0,11.0,2.0,F,M,M,F
The Tracker,Drama,2002,tt0212132,0.0,4.7,nm0347858,nm0842251,nm0303902,nm0656186,1953,1957,\N,1939,15.0,234.0,33.0,6.0,M,M,M,M
Maundy Thursday,Other,2006,tt0870967,11609286.614221303,5.0,nm1187273,nm1504868,nm0950926,nm1120328,1979,1981,1947,\N,36.0,19.0,16.0,30.0,F,M,F,M
Black Knight,Other,2001,tt0265087,-13401662.471766751,4.0,nm0001454,nm0859720,nm0929489,nm0716490,1965,\N,1948,1965,173.0,102.0,82.0,65.0,M,F,M,M
Blood on Wolf Mountain,Other,1936,tt0323015,0.0,4.5,nm0514995,nm0508459,nm6761953,nm0156952,1913,1915,\N,1914,9.0,4.0,1.0,3.0,M,F,M,F
Las 13 rosas,Drama,2007,tt0809533,0.0,4.6,nm0529813,nm0845189,nm0676070,nm1011070,1978,1977,1977,1978,20.0,209.0,74.0,38.0,F,F,F,F
Zombieland,Horror,2009,tt1156398,11609286.614221303,5.0,nm0251986,nm1297015,nm0000437,nm1113550,1983,1988,1961,1996,49.0,53.0,103.0,34.0,M,F,M,F
The Lady Is a Square,Other,1959,tt0052986,0.0,4.4,nm0623554,nm0891038,nm0779285,nm0627969,1904,1928,1938,1931,33.0,7.0,20.0,36.0,F,M,F,M
Ghost Patrol,Action/Adventure,1936,tt0027669,0.0,4.1,nm0003706,nm0217303,nm0589494,nm0643048,1891,1909,1892,1890,41.0,15.0,60.0,68.0,M,F,M,M
The Captured Bird,Other,2012,tt2105005,0.0,4.3,nm4585214,nm13708605,nm13708606,nm13708607,\N,\N,\N,\N,3.0,1.0,1.0,1.0,F,M,F,M
The Master Touch,Drama,1972,tt0069446,0.0,4.4,nm0000018,nm0312575,nm0093030,nm0007234,1916,1938,1941,1910,86.0,79.0,37.0,59.0,M,M,F,M
Alibi Bye Bye,Other,1935,tt0204800,0.0,4.5,nm0163714,nm0567223,nm0335046,nm0448366,1888,1883,1911,1885,24.0,22.0,52.0,52.0,M,M,F,M
Night of the Living Dead,Horror,1990,tt0100258,2962858.1389106447,4.7,nm0865302,nm0848191,nm0869981,nm0027174,1954,1957,1950,\N,122.0,10.0,6.0,3.0,M,F,M,F
The Darwin Awards,Other,2006,tt0428446,0.0,4.4,nm0001212,nm0000213,nm0000274,nm0123092,1970,1971,1971,1967,119.0,87.0,179.0,331.0,M,F,M,M
Guna,Other,1991,tt0140090,0.0,4.9,nm0352032,nm0742932,nm9969854,nm0754177,1954,\N,\N,1925,121.0,2.0,17.0,46.0,M,F,F,F
Appointment with Fear,Other,1985,tt0092575,0.0,3.8,nm0514633,nm0943723,nm0719039,nm0746503,\N,\N,1964,\N,7.0,2.0,2.0,3.0,F,M,F,M
Someone Special,Other,2004,tt0409696,0.0,4.7,nm1045684,nm1187273,nm1045682,nm4655666,1971,1979,1957,1961,54.0,36.0,5.0,1.0,M,F,M,F
The Lone Ranger Rides Again,Action/Adventure,1939,tt0031586,0.0,4.6,nm0515292,nm0862086,nm2272904,nm0719121,1904,1899,\N,1904,56.0,9.0,2.0,172.0,M,M,M,M
Hazaar Chaurasi Ki Maa,Drama,1998,tt0178562,0.0,4.8,nm0080149,nm0451600,nm0084443,nm0348004,1948,1955,1965,1961,36.0,175.0,226.0,302.0,F,M,F,M
Earthling,Drama,2010,tt1398999,0.0,4.1,nm2050642,nm0338886,nm0001411,nm2054268,1976,1965,1951,1984,7.0,44.0,102.0,2.0,F,M,M,F
The Ladies Man,Other,2000,tt0213790,-14100770.461281454,4.0,nm0005218,nm0663854,nm0001850,nm0936762,1961,1966,1937,1942,121.0,14.0,101.0,198.0,M,F,M,M
Chopin: Desire for Love,Drama,2002,tt0284406,0.0,4.2,nm0010611,nm0826611,nm0941575,nm1173264,1972,1961,1973,1974,149.0,98.0,106.0,3.0,M,F,M,F
Traxx,Action/Adventure,1988,tt0096302,0.0,4.3,nm0828770,nm0055733,nm0700072,nm0001108,1946,\N,1959,1951,13.0,117.0,7.0,154.0,M,F,M,M
Force of Evil,Drama,1948,tt0040366,0.0,4.7,nm0002092,nm0327089,nm0669193,nm0934798,1913,1905,1920,1919,28.0,39.0,5.0,51.0,M,M,F,F
Bobby,Drama,2006,tt0308055,11609286.614221303,4.9,nm0000164,nm0000193,nm0000232,nm0000896,1937,1962,1958,1927,119.0,49.0,117.0,21.0,M,F,F,M
Pigskin Parade,Other,1936,tt0028103,0.0,4.5,nm0260020,nm0446763,nm0355095,nm2178891,1903,1910,1897,\N,142.0,29.0,30.0,4.0,M,F,M,M
Thazhvaram,Other,1990,tt0156130,0.0,4.9,nm0482320,nm0315942,nm0838517,nm1807524,1960,1952,1963,\N,267.0,17.0,38.0,503.0,M,M,F,F
My Favorite Duck,Other,1942,tt0035101,0.0,4.8,nm0000305,,,,1908,,,,1938.0,,,,M,,,
Hillbillys in a Haunted House,Horror,1967,tt0061765,0.0,3.8,nm0403910,nm0487103,nm0101309,nm0001017,1925,1929,1937,1906,5.0,22.0,1.0,159.0,M,F,M,M
Leap Year,Other,2010,tt1216492,11609286.614221303,4.7,nm0010736,nm0328828,nm0004395,nm0001475,1974,1978,1973,1945,52.0,73.0,95.0,236.0,F,M,M,M
The Main Event,Other,1979,tt0079510,11609286.614221303,4.5,nm0000659,nm0641939,nm0761190,nm0562924,1942,1941,1932,1930,19.0,433.0,26.0,53.0,F,M,M,M
Swaham,Drama,1994,tt0111332,0.0,4.8,nm0040192,nm0202061,nm0329727,nm0611965,\N,\N,1937,\N,2.0,1.0,27.0,2.0,F,M,M,M
Advance and Be Mechanized,Other,1967,tt0061332,0.0,4.4,nm0000305,nm0004931,nm0360253,nm0005062,1908,1917,1910,1912,1938.0,668.0,104.0,7.0,M,F,M,M
Bliss,Drama,1985,tt0088821,-7482828.943290981,4.5,nm0653222,nm0192852,nm0428213,nm0118053,1941,1945,\N,1966,219.0,25.0,2.0,23.0,M,F,F,M
Valley of the Stereos,Other,1992,tt0306184,0.0,4.5,nm0611833,nm0443885,,,\N,\N,,,3.0,4.0,,,M,M,,
The Scarlet Pumpernickel,Other,1950,tt0042928,0.0,4.7,nm0000305,nm0725047,,,1908,1922,,,1938.0,26.0,,,M,F,,
Mexico,Other,1930,tt0142657,0.0,4.1,nm0173416,,,,1892,,,,280.0,,,,M,,,
Waltz of the Toreadors,Other,1962,tt0056673,0.0,4.4,nm0000634,nm0732184,nm0500364,nm0292159,1925,1927,1922,1931,94.0,42.0,30.0,29.0,M,F,F,M
West Side Story,Other,1961,tt0055614,11609286.614221303,9.3,nm0000081,nm0001995,nm0000937,nm0848560,1938,1932,1939,1934,47.0,24.0,42.0,24.0,F,M,M,M
Flash Gordon,Other,1936,tt0027623,0.0,4.7,nm0185568,nm0736939,nm0585481,nm0493305,1908,1916,1874,1914,90.0,34.0,19.0,2.0,M,F,M,F
Dui Duari,Drama,2000,tt0314004,0.0,4.8,nm1156207,nm1156377,nm2609492,nm1976341,1972,1981,\N,1931,60.0,7.0,13.0,7.0,M,F,M,M
Phantom of the Rue Morgue,Horror,1954,tt0047348,11609286.614221303,4.6,nm0001500,nm0202405,nm0575756,nm0002079,1912,1903,1919,1925,173.0,108.0,53.0,119.0,M,M,F,M
Having A Wild Weekend,Drama,1965,tt0059258,0.0,4.4,nm0163828,nm1591599,nm0274865,nm0517084,1939,\N,1942,1921,1.0,1.0,12.0,29.0,M,M,F,M
Made in YU,Action/Adventure,2005,tt0440601,0.0,4.5,nm2137096,nm0632475,nm0431259,nm0541805,\N,1956,1965,1961,1.0,26.0,51.0,78.0,M,M,M,M
Rockstar,Other,2011,tt1839596,-11492702.575140689,4.6,nm1633541,nm3668216,nm0004433,nm1122912,1982,1979,1931,\N,31.0,9.0,69.0,36.0,M,F,M,M
Shanghai,Drama,2012,tt2072227,0.0,4.7,nm1867717,nm1431656,nm3202701,nm0154146,1976,1979,1983,1962,36.0,60.0,50.0,220.0,M,M,F,M
Love Matters,Drama,2009,tt1355236,0.0,4.2,nm0857726,nm2021003,nm3003731,nm3594568,1952,1977,\N,\N,11.0,33.0,13.0,1.0,M,F,M,F
The Cookout,Other,2004,tt0380277,-5002016.07501103,3.9,nm1456685,nm0507338,nm0750019,nm0005218,\N,1957,1976,1961,1.0,65.0,20.0,121.0,M,F,M,M
Peacemaker,Other,1990,tt0100343,0.0,4.3,nm0001233,nm0250153,nm0005422,nm0001108,1941,\N,1959,1951,87.0,5.0,6.0,154.0,M,M,F,M
Steele Justice,Action/Adventure,1987,tt0094034,2766328.518635864,4.3,nm0184392,nm0000688,nm0001074,nm0143378,1947,1956,1938,1939,112.0,244.0,105.0,38.0,M,F,M,M
Witness,Drama,1988,tt0353010,0.0,4.4,nm0419688,nm0415549,nm0664104,nm0534867,1964,1951,\N,1933,488.0,129.0,22.0,142.0,M,M,F,M
The Bridge to Nowhere,Drama,2009,tt0973785,0.0,4.3,nm0000609,nm0005313,nm0005194,nm1082873,1959,1980,1976,1980,85.0,14.0,309.0,8.0,M,F,M,M
Dagon,Horror,2001,tt0264508,-6417546.686746987,4.4,nm0323859,nm0704719,nm0581145,nm1296762,\N,1926,1975,1978,5.0,181.0,18.0,124.0,M,M,F,F
Sharp Shooters,Other,1928,tt0019370,0.0,4.6,nm0639563,nm0602914,nm0949927,nm0240836,1899,1909,1887,1889,59.0,45.0,30.0,11.0,M,F,M,M
Time Out,Drama,2001,tt0279065,0.0,4.7,nm0714534,nm0895759,nm1050149,nm1051092,1958,1966,1939,\N,94.0,73.0,1.0,1.0,M,F,M,M
Damnation Alley,Other,1977,tt0075909,-66402004.67482471,3.1,nm0001821,nm0000577,nm0761212,nm0934902,1944,1928,1951,1939,151.0,170.0,44.0,124.0,M,M,F,M
Dream House,Drama,2011,tt1462041,-12100658.121803302,4.2,nm0185819,nm0001838,nm0915208,nm0000480,1968,1970,1968,1961,61.0,54.0,85.0,53.0,M,F,F,M
Dulaara,Drama,1994,tt0121232,0.0,4.2,nm0332871,nm0006433,nm0710211,nm0416077,1963,1974,1942,1949,98.0,63.0,64.0,333.0,M,F,M,F
Homecoming,Drama,1928,tt0018990,0.0,4.6,nm0361319,nm0663077,nm0297054,nm0519765,1886,1906,1902,1883,21.0,21.0,88.0,77.0,M,F,M,M
Deswa,Other,2011,tt5487250,0.0,4.9,nm1911617,nm6455555,nm2393706,nm13858017,1984,1988,\N,\N,23.0,20.0,6.0,2.0,F,M,F,M
The Face of Fu Manchu,Drama,1965,tt0059162,0.0,4.4,nm0000489,nm0338210,nm0297293,nm0233312,1922,1924,1927,1938,178.0,33.0,77.0,54.0,M,M,M,F
León and Olvido,Other,2004,tt0414225,0.0,4.5,nm1007458,nm1675141,nm0685038,nm1669749,1981,1983,\N,1973,302.0,2.0,75.0,77.0,F,M,M,M
Little Red Riding Hood,Other,1997,tt0119552,0.0,4.6,nm0000207,nm0100179,nm0812649,nm0187998,1980,\N,\N,1908,79.0,1.0,4.0,12.0,F,M,F,M
Park Avenue Logger,Action/Adventure,1937,tt0029376,0.0,4.4,nm0639563,nm0730849,nm0732062,nm0000955,1899,1905,1886,1903,59.0,4.0,7.0,154.0,M,F,M,M
Aditya 369,Other,1991,tt0252196,0.0,5.0,nm0049395,nm1025703,nm0700869,nm0810426,1960,1978,1932,1960,87.0,13.0,74.0,61.0,M,F,M,F
Grave of the Fireflies,Drama,1988,tt0095327,-7406867.592135861,4.9,nm0851302,nm0794186,nm0945312,nm0794002,\N,\N,\N,\N,1.0,1.0,6.0,1.0,M,F,F,F
Light it Up,Drama,1999,tt0172726,8506854.602761518,4.6,nm0713378,nm0001845,nm0206257,nm0722647,1978,1961,1979,1983,17.0,113.0,125.0,71.0,M,M,F,M
Awaydays,Drama,2009,tt1137436,0.0,4.4,nm1373910,nm2107665,nm0334318,nm0497966,\N,1985,1973,1985,5.0,11.0,78.0,12.0,M,M,M,M
Ghost World,Action/Adventure,2001,tt0162346,2354962.877335278,4.8,nm0000114,nm0000301,nm0424060,nm0000605,1957,1982,1984,1982,136.0,42.0,57.0,17.0,M,F,F,M
The Spy Next Door,Drama,2010,tt1273678,11609286.614221303,4.5,nm0000329,nm0005520,nm0004854,nm1630992,1954,1974,1961,1996,94.0,11.0,66.0,23.0,M,F,M,F
W.,Drama,2008,tt1175491,4845133.688251026,4.6,nm0000982,nm0006969,nm0344435,nm0004988,1968,1974,1973,1977,137.0,88.0,129.0,296.0,M,F,M,M
