Genre,Drama,Other,Family,Fiction,Action_Adventure,Horror,total
madras,1,0,1,0,0,0,2
premier,1,1,0,0,0,0,2
open,1,0,0,0,0,1,2
thread,1,0,0,0,1,0,2
detonation,1,0,0,1,0,0,2
brandon,0,0,0,1,1,0,2
luka,2,0,0,0,0,0,2
kalpana,1,0,1,0,0,0,2
webber,0,0,0,1,0,1,2
serbs,1,0,0,0,1,0,2
carpenter,0,0,0,1,1,0,2
capo,2,0,0,0,0,0,2
chalk,0,0,0,0,0,2,2
figurehead,0,0,0,1,0,1,2
timing,0,0,0,2,0,0,2
raf,1,0,0,0,1,0,2
stamen,0,0,0,1,0,1,2
gore,0,0,0,1,0,1,2
serb,1,0,0,0,1,0,2
camouflage,1,0,0,1,0,0,2
communicator,0,0,0,2,0,0,2
valkyries,1,0,1,0,0,0,2
gossip,1,0,0,0,0,1,2
lesbian,0,0,0,0,0,2,2
outcast,0,0,0,0,0,2,2
serum,0,0,0,2,0,0,2
tentacle,0,0,0,2,0,0,2
l.,1,1,0,0,0,0,2
bodybuilder,1,1,0,0,0,0,2
intervention,0,0,0,1,1,0,2
puranam,1,0,1,0,0,0,2
platter,0,0,0,0,0,2,2
carlo,2,0,0,0,0,0,2
bioweapon,0,0,0,2,0,0,2
dna,0,0,0,1,0,1,2
shoes,1,0,1,0,0,0,2
bulk,0,0,0,1,0,1,2
saxophonist,0,0,0,1,1,0,2
tessio,2,0,0,0,0,0,2
creditor,1,0,0,0,0,1,2
upstream,1,0,0,0,1,0,2
takashi,0,0,0,2,0,0,2
trucker,1,0,0,0,0,1,2
willard,1,0,0,0,0,1,2
backwoods,0,0,0,0,0,2,2
capability,0,0,0,1,0,1,2
jeopardy,1,1,0,0,0,0,2
luna,0,0,0,2,0,0,2
cultist,0,0,0,0,0,2,2
loyalist,2,0,0,0,0,0,2
playboy,1,0,0,1,0,0,2
salute,1,0,0,0,1,0,2
airstrike,1,1,0,0,0,0,2
savitri,1,0,1,0,0,0,2
helene,1,0,0,1,0,0,2
cyrus,0,0,0,0,0,2,2
saigon,1,0,0,1,0,0,2
alight,1,0,0,0,0,1,2
belgrade,1,1,0,0,0,0,2
speedy,1,1,0,0,0,0,2
fredo,2,0,0,0,0,0,2
kelvin,0,0,0,2,0,0,2
spawn,0,0,0,1,0,1,2
evacuation,0,0,0,1,1,0,2
bosniak,1,0,0,0,1,0,2
cordon,0,0,0,1,1,0,2
yugoslavia,1,1,0,0,0,0,2
manhattan,0,0,0,2,0,0,2
egyptian,0,0,0,0,0,2,2
fetus,0,0,0,2,0,0,2
roxanne,0,0,0,1,1,0,2
a bosnian serb,1,0,0,0,1,0,2
dowry,1,1,0,0,0,0,2
hicks,2,0,0,0,0,0,2
nikola,2,0,0,0,0,0,2
fingernail,0,0,0,1,0,1,2
slip,0,0,0,1,0,1,2
recruitment,1,1,0,0,0,0,2
muller,0,0,0,0,0,2,2
interceptor,0,0,0,1,1,0,2
surfing,1,0,0,1,0,0,2
warder,0,0,0,1,1,0,2
underwater,0,0,0,1,1,0,2
breakout,1,0,0,0,1,0,2
knot,1,0,1,0,0,0,2
maker,0,0,0,0,0,2,2
julia,1,0,0,0,1,0,2
beam,0,0,0,2,0,0,2
joan,0,0,0,0,0,2,2
teleportation,1,0,0,0,0,1,2
christopher,0,0,0,2,0,0,2
georg,1,0,1,0,0,0,2
checkpoint,1,0,0,0,1,0,2
prestige,1,0,1,0,0,0,2
floorboard,2,0,0,0,0,0,2
condolence,1,0,1,0,0,0,2
titan,0,0,0,2,0,0,2
tiberius,0,0,0,1,1,0,2
delta,0,0,0,1,0,1,2
norm,1,0,1,0,0,0,2
angle,1,0,0,0,0,1,2
triangle,1,0,0,1,0,0,2
broadcasting,0,0,0,2,0,0,2
sylvia,0,0,0,1,0,1,2
tailor,1,0,0,0,1,0,2
respite,0,0,0,2,0,0,2
laali,1,0,0,0,1,0,2
financing,1,0,0,0,1,0,2
gallery,0,0,0,1,0,1,2
sulu,0,0,0,2,0,0,2
paratrooper,1,0,0,0,1,0,2
awakening,0,0,0,0,0,2,2
ohio,1,0,0,0,0,1,2
hangar,0,0,0,2,0,0,2
paramedic,0,0,0,1,0,1,2
typewriter,1,0,0,0,0,1,2
stalk,1,0,0,1,0,0,2
cottage,0,0,0,0,0,2,2
mikhail,1,1,0,0,0,0,2
downstairs,0,0,0,0,0,2,2
springs,1,0,0,0,1,0,2
milton,1,0,0,0,0,1,2
scam,2,0,0,0,0,0,2
toughness,1,0,0,0,0,1,2
refuse,1,1,0,0,0,0,2
vulcan,0,0,0,2,0,0,2
sonny,2,0,0,0,0,0,2
liaison,1,0,0,1,0,0,2
duplicate,1,0,0,1,0,0,2
conspirator,1,0,0,0,1,0,2
technician,0,0,0,2,0,0,2
bookstore,1,0,1,0,0,0,2
bewilderment,0,0,0,1,0,1,2
receptionist,0,0,0,1,0,1,2
spendthrift,2,0,0,0,0,0,2
memphis,1,0,0,0,1,0,2
howard,0,0,0,1,1,0,2
disadvantage,0,0,0,2,0,0,2
addiction,1,1,0,0,0,0,2
klingon,0,0,0,2,0,0,2
quo,1,0,0,1,0,0,2
plunge,1,0,0,1,0,0,2
advertisement,1,0,0,0,0,1,2
arc,0,0,0,2,0,0,2
waiting,0,0,0,1,0,1,2
smear,1,0,0,0,0,1,2
corleones,2,0,0,0,0,0,2
kent,0,0,0,2,0,0,2
flora,0,0,0,1,0,1,2
firepower,0,0,0,1,1,0,2
lucifer,0,0,0,0,0,2,2
shaving,0,0,0,1,0,1,2
dug,2,0,0,0,0,0,2
bandage,0,0,0,1,1,0,2
insane,1,0,0,0,0,1,2
urging,0,0,0,1,1,0,2
iceland,0,0,0,2,0,0,2
enforcement,1,0,0,0,1,0,2
laden,1,0,0,0,0,1,2
ryoko,0,0,0,1,0,1,2
nsa,1,0,0,1,0,0,2
new jersey,1,0,0,1,0,0,2
parachute,1,0,1,0,0,0,2
gps,1,0,0,1,0,0,2
sesame,0,0,0,2,0,0,2
dignity,0,0,0,0,0,2,2
geyser,0,0,0,1,0,1,2
secretariat,1,1,0,0,0,0,2
maureen,0,0,0,1,0,1,2
taxidermy,0,0,0,0,0,2,2
counterpart,0,0,0,2,0,0,2
casualty,2,0,0,0,0,0,2
ownership,0,0,0,1,1,0,2
manpower,1,0,0,0,1,0,2
bosnia,1,0,0,0,1,0,2
sham,1,0,1,0,0,0,2
outsider,1,0,1,0,0,0,2
brar,2,0,0,0,0,0,2
organisation,1,0,0,1,0,0,2
sardar,1,1,0,0,0,0,2
rabbi,2,0,0,0,0,0,2
olivia,1,1,0,0,0,0,2
sore,0,0,0,1,0,1,2
seclusion,1,0,1,0,0,0,2
mccoy,0,0,0,2,0,0,2
lever,0,0,0,1,0,1,2
samet,1,0,1,0,0,0,2
bystander,1,0,0,0,1,0,2
friction,1,0,1,0,0,0,2
shield,0,0,0,2,0,0,2
physic,0,0,0,1,1,0,2
pencil,0,0,0,1,0,1,2
sri lanka,1,1,0,0,0,0,2
nautilus,0,0,0,2,0,0,2
damnation,0,0,0,0,0,2,2
superman,0,0,0,2,0,0,2
hikaru,0,0,0,2,0,0,2
stack,0,0,0,2,0,0,2
mainland,0,0,0,1,0,1,2
masse,0,0,0,0,0,2,2
vegetation,0,0,0,1,0,1,2
walkie,0,0,0,1,1,0,2
jersey,1,0,0,1,0,0,2
figaro,2,0,0,0,0,0,2
lanka,1,1,0,0,0,0,2
collide,0,0,0,2,0,0,2
firing,1,0,0,1,0,0,2
warring,1,0,0,0,1,0,2
kyoto,1,0,0,0,1,0,2
winslow,0,0,1,1,0,0,2
whistle,1,0,1,0,0,0,2
tango,1,0,1,0,0,0,2
chalice,0,0,1,0,0,1,2
pontius,0,0,1,0,1,0,2
pillai,0,0,1,0,1,0,2
necronomicon,0,0,0,0,0,2,2
boost,0,0,0,1,0,1,2
reasoning,1,0,0,0,1,0,2
oldsmobile,0,0,0,0,0,2,2
traveller,0,0,0,1,1,0,2
calloway,0,0,1,0,1,0,2
nazareth,0,0,1,0,1,0,2
tsunami,1,0,0,1,0,0,2
turks,0,0,0,1,1,0,2
pledge,1,1,0,0,0,0,2
anju,1,1,0,0,0,0,2
taro,1,0,0,0,0,1,2
palo,1,0,1,0,0,0,2
tractor,0,0,0,1,0,1,2
clause,1,0,0,0,0,1,2
edo,2,0,0,0,0,0,2
flashbacks,1,0,0,0,1,0,2
antagonist,1,0,0,1,0,0,2
ufos,0,0,0,1,0,1,2
victorian,0,0,0,1,0,1,2
vanity,1,1,0,0,0,0,2
extractor,1,0,1,0,0,0,2
cyborg,0,0,0,2,0,0,2
outage,0,0,0,1,1,0,2
stony,1,0,0,1,0,0,2
disintegrator,0,0,0,2,0,0,2
apologizes,1,0,0,0,1,0,2
united nations,0,0,0,1,1,0,2
farmhand,0,0,1,0,1,0,2
subbulakshmi,1,0,1,0,0,0,2
lunatic,0,0,0,0,0,2,2
kalyani,1,1,0,0,0,0,2
lamont,1,0,1,0,0,0,2
arjun,1,0,1,0,0,0,2
ante,1,0,0,0,1,0,2
destroyer,1,0,0,1,0,0,2
yamato,0,0,0,2,0,0,2
harbour,1,0,1,0,0,0,2
collaborator,1,0,0,0,1,0,2
newlywed,1,1,0,0,0,0,2
raoul,0,0,0,0,0,2,2
salvage,0,0,0,1,1,0,2
pilate,0,0,1,0,1,0,2
organism,0,0,0,1,0,1,2
phobia,0,0,0,0,0,2,2
vito,2,0,0,0,0,0,2
initiate,1,0,0,0,0,1,2
complete,0,0,1,0,1,0,2
extract,1,0,0,0,0,1,2
tormentor,0,0,0,0,0,2,2
angered,0,0,0,1,0,1,2
judean,0,0,1,0,1,0,2
1960s,1,1,0,0,0,0,2
bidding,0,0,0,1,0,1,2
irish-american,2,0,0,0,0,0,2
ease,1,0,0,0,1,0,2
stipulation,1,0,0,0,0,1,2
romans,0,0,1,0,1,0,2
chagny,0,0,0,0,0,2,2
dev,0,0,1,0,1,0,2
virginity,1,0,0,0,0,1,2
luxury,1,0,0,1,0,0,2
mortis,0,0,0,0,0,2,2
astronaut,0,0,0,2,0,0,2
hull,0,0,0,2,0,0,2
new york state,2,0,0,0,0,0,2
new guinea,0,0,0,2,0,0,2
ned,1,0,0,1,0,0,2
jing,0,0,1,1,0,0,2
cadaver,0,0,0,1,0,1,2
barton,1,0,0,1,0,0,2
deadite,0,0,0,0,0,2,2
bunker,1,0,0,0,1,0,2
animation,0,0,0,1,0,1,2
caution,1,0,0,1,0,0,2
bright,0,0,1,1,0,0,2
triumphant,0,0,0,0,0,2,2
armless,0,0,0,0,0,2,2
sakthi,1,0,1,0,0,0,2
bread,1,0,0,0,0,1,2
powers,1,0,1,0,0,0,2
rukmani,1,0,1,0,0,0,2
restoration,1,0,0,0,1,0,2
administration,1,0,0,0,0,1,2
avalanche,1,0,0,0,1,0,2
merit,2,0,0,0,0,0,2
kutty,1,0,0,0,1,0,2
coming,0,0,1,1,0,0,2
fitzgibbons,1,0,0,1,0,0,2
ias,1,1,0,0,0,0,2
oliver,1,0,0,1,0,0,2
extinction,0,0,0,1,0,1,2
mole,1,0,0,0,0,1,2
ridge,2,0,0,0,0,0,2
probation,1,0,0,1,0,0,2
credibility,1,0,1,0,0,0,2
envelope,1,0,1,0,0,0,2
spinning,1,1,0,0,0,0,2
ham,1,0,0,1,0,0,2
vatican,1,0,0,0,0,1,2
twilight,1,0,0,0,1,0,2
wax,1,0,0,0,0,1,2
lime,1,0,0,0,1,0,2
cd,2,0,0,0,0,0,2
impulse,0,0,0,1,0,1,2
godfather,2,0,0,0,0,0,2
conman,2,0,0,0,0,0,2
mist,0,0,0,1,1,0,2
gorilla,0,0,0,1,0,1,2
inquisition,1,0,0,1,0,0,2
warp,0,0,0,1,0,1,2
slice,0,0,0,1,1,0,2
heresy,1,0,0,1,0,0,2
dreamer,1,0,0,0,1,0,2
sedative,1,0,0,0,0,1,2
five,2,0,0,0,0,0,2
detention,1,0,0,0,1,0,2
eyesight,1,0,1,0,0,0,2
scrounger,0,0,0,1,1,0,2
leo,0,0,0,2,0,0,2
notion,2,0,0,0,0,0,2
colin,1,0,0,0,1,0,2
masquerade,0,0,0,1,0,1,2
pearson,0,0,0,1,0,1,2
robinson,1,0,0,1,0,0,2
extraction,1,0,0,1,0,0,2
generosity,1,0,0,0,1,0,2
rolfe,1,0,1,0,0,0,2
connie,2,0,0,0,0,0,2
stanton,1,0,0,0,1,0,2
sedation,1,0,0,1,0,0,2
django,1,0,1,0,0,0,2
victorian london,0,0,0,1,0,1,2
transit,1,0,0,0,0,1,2
manju,1,1,0,0,0,0,2
green,1,0,0,1,0,0,2
selfishness,1,0,1,0,0,0,2
navajo,1,0,0,0,1,0,2
revathi,1,1,0,0,0,0,2
feeding,1,0,0,0,0,1,2
downtown,2,0,0,0,0,0,2
paddy,1,0,0,0,1,0,2
ufo,0,0,0,2,0,0,2
wyoming,0,0,0,1,1,0,2
nursing,1,0,0,0,0,1,2
tribunal,1,0,0,0,1,0,2
browning,1,0,0,0,1,0,2
saito,2,0,0,0,0,0,2
greene,1,0,0,0,1,0,2
corleone,2,0,0,0,0,0,2
finch,1,1,0,0,0,0,2
schultz,1,0,1,0,0,0,2
tell,0,0,0,2,0,0,2
malfunction,1,0,0,1,0,0,2
appreciation,1,0,0,0,1,0,2
percy,1,0,0,0,1,0,2
mina,0,0,0,1,0,1,2
boo,1,0,1,0,0,0,2
assembly,1,0,1,0,0,0,2
devils,0,0,0,1,1,0,2
mothership,0,0,0,2,0,0,2
mutant,0,0,0,0,0,2,2
louise,1,0,0,1,0,0,2
robin,0,0,1,0,1,0,2
espionage,1,0,0,1,0,0,2
strongman,0,0,0,1,0,1,2
antidote,0,0,0,1,1,0,2
holdup,1,0,0,0,1,0,2
iv,0,0,0,2,0,0,2
beg,0,0,0,1,0,1,2
adams,1,0,0,1,0,0,2
chandelier,0,0,0,0,0,2,2
brides,0,0,0,0,0,2,2
antichrist,0,0,0,0,0,2,2
contractor,1,1,0,0,0,0,2
anthill,1,1,0,0,0,0,2
brow,0,0,0,1,0,1,2
stretcher,1,0,0,0,0,1,2
bones,0,0,0,1,1,0,2
north africa,1,0,0,0,1,0,2
notoriety,1,0,0,0,1,0,2
archer,1,0,0,1,0,0,2
pump,0,0,0,0,0,2,2
*,1,0,0,1,0,0,2
summary,2,0,0,0,0,0,2
govindan,1,0,0,0,1,0,2
grâce,1,0,1,0,0,0,2
carlotta,0,0,0,0,0,2,2
the pacific ocean,0,0,0,1,1,0,2
liner,1,0,1,0,0,0,2
rein,1,0,0,0,1,0,2
meenakshi,1,0,1,0,0,0,2
mayan,0,0,0,1,1,0,2
chariot,1,0,0,0,1,0,2
rationalist,0,0,0,0,0,2,2
mobility,1,0,0,0,0,1,2
dystopia,0,0,0,2,0,0,2
meekly,1,0,1,0,0,0,2
impossibility,1,1,0,0,0,0,2
gravestone,0,0,0,0,0,2,2
sporting,0,0,0,1,1,0,2
bubba,1,0,0,0,0,1,2
circumstances,1,1,0,0,0,0,2
fodder,0,0,0,2,0,0,2
hip,1,0,0,0,0,1,2
info,0,0,1,0,1,0,2
cicero,2,0,0,0,0,0,2
somu,1,0,0,0,1,0,2
practitioner,1,1,0,0,0,0,2
wrong,1,0,0,0,1,0,2
vito corleone,2,0,0,0,0,0,2
menon,1,1,0,0,0,0,2
marathon,1,0,0,1,0,0,2
zama,1,0,0,0,1,0,2
idealist,1,0,0,1,0,0,2
bearer,1,1,0,0,0,0,2
shanku,1,0,0,0,1,0,2
bookie,2,0,0,0,0,0,2
herbert,0,0,0,1,0,1,2
firefly,1,0,0,1,0,0,2
carrot,1,0,0,1,0,0,2
booking,1,0,0,0,1,0,2
fax,0,0,0,2,0,0,2
grid,0,0,0,2,0,0,2
jailor,0,0,1,0,1,0,2
needles,0,0,0,2,0,0,2
irving,0,0,0,1,0,1,2
mad,0,0,0,1,1,0,2
navigator,1,0,0,1,0,0,2
beard,0,0,0,2,0,0,2
judea,0,0,1,0,1,0,2
trafficking,1,0,0,0,1,0,2
animosity,0,0,0,1,1,0,2
disarray,0,0,0,1,1,0,2
greatness,1,1,0,0,0,0,2
safe,0,0,0,2,0,0,2
gladiator,1,0,0,0,1,0,2
sermon,0,0,1,0,1,0,2
homage,1,0,1,0,0,0,2
suite,0,0,0,0,0,2,2
quintus,1,0,0,0,1,0,2
new zealand,1,0,0,1,0,0,2
weekly,1,1,0,0,0,0,2
kimono,1,0,0,0,1,0,2
curb,1,0,1,0,0,0,2
mein,2,0,0,0,0,0,2
derek,1,0,1,0,0,0,2
judy,0,0,0,0,0,2,2
cannibal,0,0,0,1,0,1,2
entertainer,1,0,1,0,0,0,2
maximus,1,0,1,0,0,0,2
quantity,1,0,0,0,1,0,2
mansaku,0,0,0,1,0,0,1
trouser,0,0,0,0,1,0,1
the neutral zone,0,0,0,0,1,0,1
ostrow,0,0,0,1,0,0,1
bitch,0,0,0,0,1,0,1
flt,0,0,0,0,1,0,1
tighten,0,0,0,1,0,0,1
ritchi,0,0,0,1,0,0,1
barricade,0,0,0,0,1,0,1
carson,0,0,0,0,1,0,1
retro,0,0,0,1,0,0,1
rowboat,0,0,0,0,1,0,1
stratagem,0,0,0,0,1,0,1
theirs,0,0,0,1,0,0,1
shichirōji,0,0,0,0,1,0,1
curator,0,0,0,1,0,0,1
millet,0,0,0,0,1,0,1
yohei,0,0,0,0,1,0,1
revel,0,0,0,1,0,0,1
tuco,0,0,0,0,1,0,1
heihachi,0,0,0,0,1,0,1
truckloads,0,0,0,0,1,0,1
dufresne,1,0,0,0,0,0,1
relatives&nbsp,0,0,0,1,0,0,1
metro city,0,0,0,1,0,0,1
boins,0,0,0,1,0,0,1
kikuchiyo,0,0,0,0,1,0,1
natsuki,0,0,0,1,0,0,1
hyper,0,0,0,1,0,0,1
king kazma,0,0,0,1,0,0,1
shino,0,0,0,0,1,0,1
claustrophobia,0,0,0,0,1,0,1
rikichi,0,0,0,0,1,0,1
metro city's,0,0,0,1,0,0,1
educator,0,0,0,1,0,0,1
funky,0,0,0,1,0,0,1
moat,0,0,0,0,1,0,1
prodding,0,0,0,0,1,0,1
macdonald,0,0,0,0,1,0,1
megamind,0,0,0,1,0,0,1
katsushirō,0,0,0,0,1,0,1
rika,0,0,0,1,0,0,1
supervillian,0,0,0,1,0,0,1
koi,0,0,0,1,0,0,1
shawshank state penitentiary,1,0,0,0,0,0,1
c57,0,0,0,1,0,0,1
the swiss-border,0,0,0,0,1,0,1
gender,0,0,0,1,0,0,1
ammachi,0,0,0,0,1,0,1
appukkuttan,0,0,0,0,1,0,1
androse,0,0,0,0,1,0,1
parameshwaran,0,0,0,0,1,0,1
parthenogenesis,0,0,0,1,0,0,1
haidrose,0,0,0,0,1,0,1
keerikkadan,0,0,0,0,1,0,1
sedu,0,0,0,0,1,0,1
kazma,0,0,0,1,0,0,1
keshu,0,0,0,0,1,0,1
mahadevan,0,0,0,0,1,0,1
the police verification report,0,0,0,0,1,0,1
mahadevan's,0,0,0,0,1,0,1
sarodee,0,0,0,0,1,0,1
redline,0,0,0,1,0,0,1
stuhr,0,0,0,1,0,0,1
shota,0,0,0,1,0,0,1
apparatchik,0,0,0,1,0,0,1
olgierd,0,0,0,1,0,0,1
naia,0,0,0,1,0,0,1
androse's,0,0,0,0,1,0,1
veers,0,0,0,1,0,0,1
harihar,0,0,0,0,1,0,1
feminist,0,0,0,1,0,0,1
contraband,0,0,0,0,1,0,1
thenni,0,0,0,0,1,0,1
moderator,0,0,0,1,0,0,1
lalah,0,0,0,1,0,0,1
kenji,0,0,0,1,0,0,1
stride,0,0,0,0,1,0,1
rekha'who,0,0,0,0,1,0,1
appukuttan,0,0,0,0,1,0,1
frisbee,0,0,0,1,0,0,1
achuthan,0,0,0,0,1,0,1
sethumadhavan,0,0,0,0,1,0,1
nagar,0,0,0,0,1,0,1
otherworld,0,0,0,1,0,0,1
subjection,0,0,0,1,0,0,1
shinohara,0,0,0,1,0,0,1
machinehead,0,0,0,1,0,0,1
superhero,0,0,0,1,0,0,1
jose,0,0,0,0,1,0,1
sakae,0,0,0,1,0,0,1
viswanatha,0,0,0,0,1,0,1
eric,0,0,0,0,1,0,1
dickes,0,0,0,0,1,0,1
nayak,0,0,0,0,1,0,1
neutral,0,0,0,0,1,0,1
masterless,0,0,0,0,1,0,1
barzini,1,0,0,0,0,0,1
kyūzō,0,0,0,0,1,0,1
nbsp,0,0,0,1,0,0,1
katayama,0,0,0,0,1,0,1
racecar,0,0,0,1,0,0,1
velinski,0,0,0,0,1,0,1
ramapuram,0,0,0,0,1,0,1
bellerophon,0,0,0,1,0,0,1
gori,0,0,0,1,0,0,1
briefcase',0,0,0,0,1,0,1
paranna,0,0,0,0,1,0,1
marannu,0,0,0,0,1,0,1
confront,0,0,0,1,0,0,1
jester,0,0,0,0,1,0,1
rajabhakti towards srikrishnadevaraya,0,0,0,0,1,0,1
krishnan nair,0,0,0,0,1,0,1
ramanan,0,0,0,0,1,0,1
holding,0,0,0,0,1,0,1
thinna,0,0,0,0,1,0,1
granduncle,0,0,0,1,0,0,1
ganymede,0,0,0,1,0,0,1
rajabhakti,0,0,0,0,1,0,1
srikrishnadevaraya,0,0,0,0,1,0,1
tool,0,0,0,0,1,0,1
teams,0,0,0,0,1,0,1
kanker,0,0,0,0,1,0,1
fray,0,0,0,1,0,0,1
gandalf the white,0,0,0,0,1,0,1
nsea,0,0,0,1,0,0,1
the mines of moria,0,0,0,0,1,0,1
usaaf,0,0,0,0,1,0,1
gambit,0,0,0,1,0,0,1
steamlight,0,0,0,1,0,0,1
saruman's warg,0,0,0,0,1,0,1
beryllium,0,0,0,1,0,0,1
luger,0,0,0,0,1,0,1
saruman the white,0,0,0,0,1,0,1
demarco,0,0,0,1,0,0,1
galaxy quests,0,0,0,1,0,0,1
ion,0,0,0,1,0,0,1
explosives,0,0,0,0,1,0,1
blondie,0,0,0,0,1,0,1
defiance,0,0,0,1,0,0,1
ives,0,0,0,0,1,0,1
hendley,0,0,0,0,1,0,1
pitt,0,0,0,0,1,0,1
laliari,0,0,0,1,0,0,1
audiences,0,0,0,1,0,0,1
warg,0,0,0,0,1,0,1
orthanc,0,0,0,0,1,0,1
nesmith,0,0,0,1,0,0,1
surveyor,0,0,0,0,1,0,1
sentry,0,0,0,1,0,0,1
avatar,0,0,0,1,0,0,1
fangorn forest,0,0,0,0,1,0,1
thermians,0,0,0,1,0,0,1
jinnouchi,0,0,0,1,0,0,1
haynes,0,0,0,0,1,0,1
marshes,0,0,0,0,1,0,1
thermian,0,0,0,1,0,0,1
quinn,0,0,0,1,0,0,1
organizer,0,0,0,0,1,0,1
roc,0,0,0,1,0,0,1
the galaxy quest,0,0,0,1,0,0,1
ingersol,0,0,0,1,0,0,1
fearing,0,0,0,0,1,0,1
cannonball,0,0,0,0,1,0,1
ethos,0,0,0,1,0,0,1
"adams, morbius",0,0,0,1,0,0,1
dane,0,0,0,1,0,0,1
tottery,0,0,0,0,1,0,1
sad,0,0,0,0,1,0,1
cavendish,0,0,0,0,1,0,1
generators,0,0,0,1,0,0,1
farman,0,0,0,1,0,0,1
helm's deep,0,0,0,0,1,0,1
km,0,0,0,1,0,0,1
sad hill,0,0,0,0,1,0,1
fleegman,0,0,0,1,0,0,1
morbius,0,0,0,1,0,0,1
humanoid,0,0,0,1,0,0,1
the united planets,0,0,0,1,0,0,1
marker,0,0,0,0,1,0,1
robby,0,0,0,1,0,0,1
union sergeant,0,0,0,0,1,0,1
hey,0,0,0,0,1,0,1
abandon,0,0,0,0,1,0,1
krell,0,0,0,1,0,0,1
installation,0,0,0,1,0,0,1
helm,0,0,0,0,1,0,1
weakness,0,0,0,0,1,0,1
theoden,0,0,0,0,1,0,1
kwan,0,0,0,1,0,0,1
gwen,0,0,0,1,0,0,1
gandalf the grey,0,0,0,0,1,0,1
brego,0,0,0,0,1,0,1
mathesar,0,0,0,1,0,0,1
altaira,0,0,0,1,0,0,1
galaxy quest,0,0,0,1,0,0,1
huorn,0,0,0,0,1,0,1
"rangers of ithilien, frodo reveals gollum's",0,0,0,0,1,0,1
dividing,0,0,0,0,1,0,1
wormtongue,0,0,0,0,1,0,1
théodred,0,0,0,0,1,0,1
linguist,0,0,0,1,0,0,1
slumber,0,0,0,1,0,0,1
baltic,0,0,0,0,1,0,1
russian mob boss,0,0,0,0,1,0,1
ikezawa,0,0,0,1,0,0,1
moonshiner,0,0,0,0,1,0,1
blunder,0,0,0,0,1,0,1
prequel,0,0,0,0,1,0,1
swedish,0,0,0,0,1,0,1
congestion,0,0,0,1,0,0,1
chasing,0,0,0,0,1,0,1
anywhere,0,0,0,0,1,0,1
shota jinnouchi &,0,0,0,1,0,0,1
beggers,0,0,0,0,1,0,1
rhea,0,0,0,0,1,0,1
ashley,0,0,0,0,1,0,1
chaitanya,0,0,0,0,1,0,1
dhadar,0,0,0,0,1,0,1
quests,0,0,0,1,0,0,1
sebasstian,0,0,0,0,1,0,1
owners-,0,0,0,0,1,0,1
downriver,0,0,0,0,1,0,1
supercomputer,0,0,0,1,0,0,1
love machine,0,0,0,1,0,0,1
kambei,0,0,0,0,1,0,1
gorobei,0,0,0,0,1,0,1
arch stanton's,0,0,0,0,1,0,1
the united states armed forces,0,0,0,1,0,0,1
programming,0,0,0,1,0,0,1
yellowline,0,0,0,1,0,0,1
girls,0,0,0,0,1,0,1
seattlite,0,0,0,0,1,0,1
coolant,0,0,0,1,0,0,1
drag,0,0,0,0,1,0,1
milldues,0,0,0,0,1,0,1
forge,0,0,0,0,1,0,1
cooler,0,0,0,0,1,0,1
viswas,0,0,0,0,1,0,1
jinnouchis,0,0,0,1,0,0,1
infrastructure,0,0,0,1,0,0,1
planets,0,0,0,1,0,0,1
ents,0,0,0,0,1,0,1
group capt,0,0,0,0,1,0,1
kazuma,0,0,0,1,0,0,1
omega,0,0,0,1,0,0,1
dunland,0,0,0,0,1,0,1
gestapo,0,0,0,0,1,0,1
heatstroke,0,0,0,0,1,0,1
ramsey,0,0,0,0,1,0,1
senoshee,0,0,0,1,0,0,1
nebulizer,0,0,0,1,0,0,1
funky boy,0,0,0,1,0,0,1
jp,0,0,0,1,0,0,1
eyes,0,0,0,0,1,0,1
sweden,0,0,0,0,1,0,1
altair,0,0,0,1,0,0,1
ithilien,0,0,0,0,1,0,1
kuhn,0,0,0,0,1,0,1
uruk-hai army,0,0,0,0,1,0,1
redline mothership,0,0,0,1,0,0,1
denis,0,0,0,0,1,0,1
celebrate,0,0,0,1,0,0,1
handover,0,0,0,0,1,0,1
amit,0,0,0,0,1,0,1
pows,0,0,0,0,1,0,1
sakuma,0,0,0,1,0,0,1
hanafuda,0,0,0,1,0,0,1
sarris,0,0,0,1,0,0,1
escapee,0,0,0,0,1,0,1
viswa,0,0,0,0,1,0,1
hilts,0,0,0,0,1,0,1
the black gate,0,0,0,0,1,0,1
fraction,0,0,0,1,0,0,1
koiso,0,0,0,1,0,0,1
fangorn,0,0,0,0,1,0,1
gríma,0,0,0,0,1,0,1
dersu and captain arseniev,0,0,0,0,1,0,1
purana,0,0,0,0,1,0,1
arawashi,0,0,0,1,0,0,1
am,0,0,0,0,1,0,1
west coast,0,0,0,1,0,0,1
mutation,0,0,0,1,0,0,1
crossing,0,0,0,0,1,0,1
crore,0,0,0,0,1,0,1
auda,0,0,0,0,1,0,1
telekinetic,0,0,0,1,0,0,1
farraj,0,0,0,0,1,0,1
camel,0,0,0,0,1,0,1
presentation,0,0,0,0,1,0,1
conservation,0,0,0,0,1,0,1
apocalypse,0,0,0,0,1,0,1
skyscraper,0,0,0,0,1,0,1
guild,0,0,0,1,0,0,1
digit,0,0,0,1,0,0,1
siva,0,0,0,0,1,0,1
marcello,0,0,0,1,0,0,1
guards,0,0,0,1,0,0,1
