Movie_name,Top_genres,Release_Date,tconst,capped_profit,Successful,role_1,role_2,role_3,role_4,role_1_birth_year,role_2_birth_year,role_3_birth_year,role_4_birth_year,role_1_roles_count,role_2_roles_count,role_3_roles_count,role_4_roles_count,role_1_sex,role_2_sex,role_3_sex,role_4_sex
Green Fire,Drama,1954,tt0047050,0.0,4.4,nm0001289,nm0000038,nm0007222,nm0259152,1913,1929,1907,1926,65.0,33.0,38.0,103.0,M,F,M,M
Desperate Moment,Drama,1953,tt0045681,0.0,4.6,nm0001958,nm0955195,nm0295546,nm0509776,1921,1925,1915,1906,64.0,57.0,30.0,61.0,M,F,M,M
Vincere,Drama,2009,tt1156173,0.0,4.6,nm0583856,nm0863599,nm0751564,nm1538552,1974,1974,1973,1971,34.0,44.0,11.0,26.0,F,M,M,F
Fourteen Hours,Drama,1951,tt0043560,0.0,4.7,nm0007222,nm0000865,nm0000895,nm0656428,1907,1914,1922,1933,38.0,208.0,326.0,31.0,M,M,F,F
Mammoth,Drama,2009,tt1038043,-11034747.696978454,4.4,nm0305558,nm0931329,nm1323778,nm2059093,1978,1980,\N,\N,83.0,172.0,10.0,2.0,M,F,F,F
Fire with Fire,Drama,1986,tt0091053,10013005.720367976,4.7,nm0001729,nm0000515,nm0689237,nm0169454,1960,1961,1950,1965,54.0,106.0,41.0,8.0,M,F,M,M
Handsome Harry,Drama,2009,tt1318001,-1103474.7696978452,4.4,nm0792177,nm0949744,nm0000114,nm0001698,1951,1958,1957,\N,166.0,23.0,136.0,143.0,M,F,M,M
Tortilla Soup,Drama,2001,tt0255653,6116405.98244917,4.7,nm0001185,nm0005283,nm0005220,nm0004264,1936,\N,1976,\N,91.0,34.0,46.0,5.0,M,F,F,F
Hathyar: Face to Face with Reality,Drama,2002,tt0337633,0.0,4.4,nm0004569,nm0792908,nm2528716,nm0007106,1959,1975,1976,1952,148.0,46.0,15.0,132.0,M,F,M,M
Falling Sky,Drama,1998,tt0118903,0.0,4.4,nm0000261,nm0005261,nm0430005,nm0949385,1951,1977,1973,1971,48.0,282.0,5.0,21.0,F,F,M,M
Pale Rider,Drama,1985,tt0089767,-15185741.090796404,4.5,nm0000142,nm0605363,nm0811202,nm0001607,1930,1941,1945,1971,266.0,135.0,24.0,39.0,M,M,F,F
The Bone Collector,Drama,1999,tt0145681,11609286.614221303,4.8,nm0000243,nm0001401,nm0001451,nm0740264,1954,1975,1970,1955,58.0,53.0,205.0,58.0,M,F,F,M
Nightmare,Drama,1964,tt0058405,0.0,4.6,nm0460864,nm0715081,nm0511614,nm0115429,1928,1928,1939,1919,10.0,23.0,33.0,65.0,M,F,F,F
Bambi,Drama,1942,tt0034492,11609286.614221303,4.9,nm0017013,nm0018755,nm1027883,nm0066951,1903,\N,1931,1934,21.0,1.0,1.0,1.0,M,M,F,M
Tortilla Heaven,Drama,2007,tt0227671,0.0,4.3,nm0959242,nm0520064,nm0762153,nm0001377,\N,1961,1951,1951,32.0,216.0,154.0,26.0,M,M,M,F
The Strange Love of Martha Ivers,Drama,1946,tt0038988,0.0,4.7,nm0001766,nm0001336,nm0779507,nm0000018,1907,1908,1922,1916,89.0,58.0,25.0,86.0,F,M,F,M
Jo Hum Chahein,Drama,2011,tt2112978,0.0,4.3,nm3619778,nm3080120,nm1123840,nm1213227,\N,1990,1968,1970,2.0,16.0,412.0,1172.0,M,F,M,F
Last Orders,Drama,2001,tt0253200,0.0,4.6,nm0000323,nm0001364,nm0183822,nm0376101,1933,1942,1937,1941,118.0,109.0,46.0,44.0,M,M,M,M
Strange Behavior,Drama,1981,tt0082243,0.0,4.4,nm0614526,nm0001221,nm0794890,nm0507187,\N,1934,1956,1946,91.0,52.0,7.0,10.0,M,F,M,F
Crazy Eyes,Drama,2012,tt1663631,0.0,4.0,nm0001305,nm0956526,nm0000998,nm0713389,1976,1985,1971,1988,72.0,43.0,62.0,49.0,M,F,M,F
Foreign Correspondent,Drama,1940,tt0032484,11609286.614221303,5.0,nm0566948,nm0206478,nm0003339,nm0001695,1905,1920,1890,1906,74.0,55.0,64.0,106.0,M,F,M,M
Pieces of April,Drama,2003,tt0311648,3824705.862447112,4.7,nm0005017,nm0001624,nm0165101,nm1035682,1978,1960,1959,1974,167.0,89.0,112.0,73.0,F,M,F,M
Serenity,Drama,2005,tt0379786,-158238.15106635378,4.8,nm0277213,nm0868659,nm0252230,nm0876138,1971,1969,1977,1971,339.0,141.0,75.0,133.0,M,F,M,M
Fatal Attraction,Drama,1987,tt0093010,11609286.614221303,4.8,nm0000140,nm0000335,nm0000271,nm0490477,1944,1947,1947,1980,194.0,166.0,75.0,3.0,M,F,F,F
Delirious,Drama,2006,tt0412637,0.0,4.5,nm0000114,nm0685856,nm0517844,nm0000153,1957,1981,1979,1962,136.0,47.0,22.0,74.0,M,M,F,F
Anna,Drama,1951,tt0043287,0.0,4.6,nm0542146,nm0605851,nm0885203,nm0241545,1930,1893,1916,1904,24.0,88.0,64.0,67.0,F,F,M,M
Mannequin,Drama,1937,tt0030413,0.0,4.6,nm0001076,nm0000075,nm0193232,nm0604960,1906,1900,1909,1883,87.0,71.0,24.0,42.0,F,M,M,M
Seven Beauties,Drama,1975,tt0075040,0.0,4.8,nm0316284,nm0721073,nm0831471,nm0278457,1942,1917,1929,1914,134.0,152.0,5.0,1.0,M,M,F,F
Death of a Ghost Hunter,Drama,2007,tt1160317,0.0,4.1,nm1197846,nm1986943,nm1945991,nm2874070,\N,1978,\N,\N,10.0,3.0,7.0,1.0,F,M,F,F
Rocket Science,Drama,2007,tt0477078,862915.762740298,4.6,nm1107127,nm0447695,nm0194900,nm2064295,1988,1985,1980,1983,26.0,74.0,33.0,154.0,M,F,M,M
The Square,Drama,2008,tt1085507,0.0,4.6,nm0730993,nm1834096,nm0249291,nm0370892,\N,\N,1974,1977,42.0,38.0,66.0,33.0,M,F,M,M
A Thousand Years of Good Prayers,Drama,2007,tt0838233,0.0,4.6,nm0642912,nm0527945,nm0270592,nm1172143,1927,1967,1971,1937,4.0,21.0,11.0,7.0,M,M,F,F
Larceny on the Air,Drama,1937,tt0029112,0.0,4.3,nm0515292,nm0103242,nm0732062,nm0914246,1904,1913,1886,1887,56.0,17.0,7.0,19.0,M,F,M,M
Paradise Murdered,Drama,2007,tt1662506,11609286.614221303,4.6,nm1310960,nm1515827,nm0839293,nm2442642,1977,1978,1968,\N,21.0,4.0,7.0,165.0,M,F,M,M
Nammal,Drama,2002,tt0357945,0.0,4.6,nm4939794,nm1517703,nm1464931,nm1418952,1983,1979,\N,1986,6.0,4.0,7.0,61.0,M,M,F,F
Final Fantasy VII: Advent Children,Drama,2005,tt0385700,0.0,4.7,nm0757327,nm0411683,nm0605453,nm0757087,1974,\N,1974,1980,741.0,59.0,183.0,198.0,M,F,M,F
The Secret Heart,Drama,1946,tt0038916,0.0,4.6,nm0001055,nm0682074,nm0000742,nm0000859,1903,1897,1917,1878,62.0,89.0,43.0,100.0,F,M,F,M
This Happy Feeling,Drama,1958,tt0052291,0.0,4.4,nm0001666,nm0432007,nm0768334,nm0807252,1932,1915,1936,1921,56.0,112.0,136.0,49.0,F,M,M,F
Love's Brother,Drama,2004,tt0301563,-9776.098649960291,4.5,nm0000610,nm0305081,nm0678437,nm0012707,1974,1973,\N,\N,113.0,23.0,6.0,9.0,M,M,M,M
"Sorry, Wrong Number",Drama,1948,tt0040823,0.0,4.7,nm0001766,nm0000044,nm0723954,nm0179819,1907,1913,1917,1914,89.0,81.0,14.0,93.0,F,M,F,M
Miracle on 34th Street,Drama,1994,tt0110527,11609286.614221303,4.8,nm0000277,nm0001610,nm0001518,nm0000687,1923,1960,1961,1943,81.0,121.0,261.0,49.0,M,F,M,M
King of the Ants,Drama,2003,tt0308464,0.0,4.2,nm0850931,nm0792656,nm0666981,nm0820520,1968,\N,\N,1954,2.0,3.0,3.0,8.0,M,F,M,M
Not Easily Broken,Drama,2009,tt0795438,11609286.614221303,4.7,nm0004820,nm0378245,nm0703725,nm0366389,1969,1970,\N,1979,136.0,134.0,32.0,90.0,M,F,F,M
Boiling Point,Drama,1993,tt0106455,1734355.787258148,4.3,nm0000648,nm0000454,nm0000357,nm0001557,1962,1936,1961,1958,62.0,170.0,48.0,43.0,M,M,F,M
Games,Drama,1967,tt0061696,0.0,4.5,nm0797531,nm0001001,nm0001684,nm0835144,1921,1940,1940,1943,53.0,183.0,89.0,112.0,F,M,F,M
Drop Zone,Drama,1994,tt0109676,-25976988.894861415,3.9,nm0000648,nm0000997,nm0000319,nm0005052,1962,1944,1970,1952,62.0,107.0,84.0,64.0,M,M,F,M
A Question of Silence,Drama,1982,tt0086369,0.0,4.6,nm0054441,nm0295747,nm0865828,nm0352126,1942,1936,1953,1944,9.0,58.0,49.0,20.0,F,F,F,F
Pelli Chesi Choodu,Drama,1952,tt0255470,0.0,5.0,nm0004417,nm0299885,nm0767800,nm0710036,1923,1926,1937,1918,140.0,58.0,90.0,74.0,M,F,F,M
Saturn 3,Drama,1980,tt0079285,11609286.614221303,4.5,nm0000396,nm0000018,nm0000172,nm0084042,1947,1916,1939,1932,59.0,86.0,120.0,80.0,F,M,M,M
Bigfoot,Drama,1970,tt0065470,0.0,3.7,nm0001017,nm0487103,nm0430041,nm0593850,1906,1929,\N,1919,159.0,22.0,2.0,11.0,M,F,F,M
SistaGod,Drama,2006,tt0847093,0.0,4.7,nm2359833,nm2367422,nm0156033,nm0570472,\N,\N,\N,\N,1.0,1.0,12.0,1.0,F,F,M,M
The One That Got Away,Drama,1957,tt0050803,0.0,4.7,nm0473228,nm0330101,nm0328982,nm0018776,1928,1911,1914,1923,60.0,24.0,59.0,152.0,M,M,M,M
3-Iron,Drama,2004,tt0423866,3716565.636949616,4.9,nm1165901,nm1030819,nm1891528,nm2810190,1968,1980,\N,1958,50.0,177.0,1.0,4.0,F,M,M,M
La mujer del ministro,Drama,1981,tt0082777,0.0,4.3,nm0616361,nm0028487,nm0868737,nm0554726,1954,1941,\N,1923,30.0,78.0,1.0,31.0,F,M,M,F
Juice,Drama,1992,tt0104573,11609286.614221303,4.9,nm0004898,nm0000637,nm0394191,nm0435074,1973,1971,1973,1964,212.0,5.0,4.0,21.0,M,M,M,M
La Fille de Monaco,Drama,2008,tt1139800,659285.5254932013,4.4,nm0524528,nm0954704,nm0000804,nm0169398,1951,1965,1932,1963,68.0,79.0,65.0,32.0,M,M,F,M
The Son of No One,Drama,2011,tt1535612,-15754390.339936351,4.0,nm1475594,nm0000199,nm0000300,nm0710447,1980,1940,1964,1979,47.0,63.0,77.0,40.0,M,M,F,M
The Raging Tide,Drama,1951,tt0043957,0.0,4.5,nm0001859,nm0002017,nm0573640,nm0001948,1920,1910,1911,1891,88.0,88.0,84.0,121.0,F,M,M,M
The Magic Box,Drama,1951,tt0043769,0.0,4.7,nm0232196,nm0770730,nm0038914,nm0000277,1905,1926,1915,1923,21.0,85.0,37.0,81.0,M,F,F,M
The Garment Jungle,Drama,1957,tt0050424,0.0,4.6,nm0002011,nm0558663,nm0768748,nm0095524,1911,1926,1934,1917,221.0,26.0,24.0,353.0,M,M,F,M
London After Midnight,Drama,1927,tt0018097,-2073004.1670667303,4.5,nm0151606,nm0206496,nm0910400,nm0931460,1883,1908,1878,1860,67.0,39.0,117.0,1.0,M,F,M,M
Unholy,Drama,2007,tt0443678,-285441.07191445393,3.9,nm0000105,nm0107183,nm0059410,nm0956538,1945,1971,1978,\N,209.0,193.0,12.0,1.0,F,M,F,M
The Raggedy Rawney,Drama,1988,tt0095951,0.0,4.5,nm0002077,nm0622305,nm0910738,nm0001364,1966,1969,1949,1942,114.0,6.0,167.0,109.0,M,F,F,M
Dragonfly,Drama,2002,tt0259288,-78966893.676164,3.1,nm0000126,nm0860749,nm0608012,nm0726492,1955,1958,1947,1939,115.0,76.0,148.0,156.0,M,F,M,M
Galileo,Drama,1975,tt0073029,0.0,4.6,nm0867694,nm0002081,nm0086780,nm0113632,1935,1937,1930,1933,21.0,73.0,72.0,46.0,M,M,M,F
Genealogy,Drama,1979,tt0077330,0.0,4.7,nm1055638,nm0353863,nm1116160,nm1068866,1921,\N,\N,\N,24.0,47.0,4.0,109.0,M,M,F,M
Laura,Drama,1944,tt0037008,-13726436.191378493,5.5,nm0000074,nm0000763,nm0916067,nm0001637,1920,1909,1889,1911,33.0,402.0,20.0,172.0,F,M,M,M
Three Colors: Blue,Drama,1993,tt0108394,2171347.671367753,4.9,nm0000300,nm0952498,nm0000365,nm0753666,1964,1961,1969,1953,77.0,68.0,49.0,17.0,F,M,F,M
Crimson Gold,Drama,2003,tt0371280,0.0,4.7,nm1393528,nm1394916,nm1394730,nm1395196,\N,\N,\N,\N,1.0,1.0,1.0,1.0,M,M,F,M
The Last Picture Show,Drama,1971,tt0067328,11609286.614221303,6.7,nm0000961,nm0000313,nm0001732,nm0424565,1951,1949,1950,1918,98.0,91.0,190.0,50.0,M,M,F,M
Sisters of Death,Drama,1977,tt0177226,0.0,4.1,nm0291821,nm0421128,nm0397948,nm0099033,1920,1949,1947,1945,83.0,11.0,2.0,4.0,M,F,F,F
A Reasonable Man,Drama,1999,tt0178860,63953.93966681674,4.6,nm0004303,nm0001329,nm0260549,nm0475100,1963,1929,\N,\N,15.0,151.0,5.0,246.0,M,M,F,M
The Prize,Drama,1963,tt0057426,0.0,4.6,nm0000056,nm0000064,nm0813961,nm0000832,1925,1893,1940,1938,68.0,83.0,62.0,71.0,M,M,F,F
The Mirror Crack'd,Drama,1980,tt0081163,0.0,4.5,nm0001450,nm0000348,nm0001369,nm0001036,1925,1925,1925,1944,347.0,111.0,103.0,102.0,F,M,M,F
In the Realm of the Senses,Drama,1976,tt0074102,0.0,4.6,nm0297686,nm0559405,nm0620026,nm0559483,1941,1952,1945,1939,78.0,5.0,16.0,24.0,M,F,F,F
Desi Boyz,Drama,2011,tt1985981,0.0,4.4,nm0474774,nm1303433,nm2138653,nm1696711,1967,1972,1986,1976,152.0,68.0,46.0,16.0,M,M,F,F
Carancho,Drama,2010,tt1542852,0.0,4.6,nm0201857,nm2845889,nm4880809,nm1089900,1957,\N,\N,1978,334.0,1.0,1.0,44.0,M,M,M,F
Bobby Deerfield,Drama,1977,tt0075774,0.0,4.4,nm0000199,nm0445715,nm0243175,nm0569350,1940,1945,1947,1936,63.0,85.0,116.0,9.0,M,F,F,M
Life During Wartime,Drama,2009,tt0808526,-4143750.7995730336,4.5,nm0376602,nm0005049,nm0000639,nm0931324,1965,1959,1962,1966,62.0,385.0,49.0,75.0,F,F,F,M
Living the Dream,Drama,2006,tt0417909,0.0,3.9,nm0000707,nm1662725,nm0001803,nm0702479,1959,\N,1944,1943,97.0,2.0,182.0,200.0,F,M,M,F
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Drama,1964,tt0057012,11609286.614221303,5.2,nm0000634,nm0001715,nm0001330,nm0943978,1925,1927,1916,1916,94.0,69.0,59.0,137.0,M,M,M,M
Cape of Good Hope,Drama,2004,tt0398830,0.0,4.6,nm1546587,nm0651968,nm2101506,nm1546331,\N,\N,\N,\N,1.0,1.0,1.0,5.0,F,M,F,M
Zorba the Greek,Drama,1964,tt0057831,-5976284.314884471,6.4,nm0000063,nm0000869,nm0660327,nm0444321,1915,1934,1929,1918,117.0,77.0,70.0,23.0,M,M,F,F
The End of the Affair,Drama,1955,tt0048034,0.0,4.6,nm0000039,nm0004496,nm0590055,nm0001088,1921,1916,1908,1913,51.0,73.0,163.0,91.0,F,M,M,M
The Baby of Mâcon,Drama,1993,tt0106335,0.0,4.6,nm0000566,nm0000146,nm0832104,nm0479933,1965,1962,1924,\N,76.0,64.0,14.0,1.0,F,M,M,M
Selena,Drama,1997,tt0120094,11609286.614221303,4.8,nm0000182,nm0001579,nm0781218,nm0346027,1969,1947,1970,1965,72.0,159.0,206.0,6.0,F,M,M,F
I Love You,Drama,1979,tt0245959,0.0,4.3,nm0158112,nm0619053,nm0004437,,1955,1954,1963,,140.0,46.0,348.0,,M,M,F,
Tokyo Joe,Drama,1949,tt0041967,0.0,4.5,nm0000007,nm0461594,nm0549337,nm0370564,1899,1907,1919,1886,66.0,39.0,11.0,43.0,M,M,F,M
Bodyguard,Drama,1948,tt0040178,0.0,4.6,nm0862937,nm0485509,nm0715637,nm0165802,1919,1915,1908,1905,23.0,16.0,32.0,10.0,M,F,M,F
The Dark,Drama,2005,tt0411267,0.0,4.3,nm0000293,nm0004742,nm1552136,nm1659629,1959,1967,1991,1992,195.0,68.0,19.0,5.0,M,F,F,F
The Emperor's Candlesticks,Drama,1937,tt0028829,0.0,4.6,nm0001635,nm0707023,nm0001870,nm0001577,1892,1910,1907,1911,69.0,19.0,388.0,70.0,M,F,M,F
The Mind Benders,Drama,1963,tt0057311,0.0,4.5,nm0001958,nm0881829,nm0166234,nm0117188,1921,1933,1910,1928,64.0,11.0,15.0,53.0,M,F,M,M
Pusher II,Drama,2004,tt0396184,0.0,4.7,nm0586568,nm0843237,nm1830443,nm1795793,1965,1940,\N,1969,97.0,13.0,1.0,1.0,M,M,F,M
Pretty Poison,Drama,1968,tt0063456,-12250841.399137516,4.4,nm0000578,nm0001839,nm0307500,nm0709907,1932,1943,1926,1915,55.0,35.0,203.0,57.0,M,F,F,M
The Straight Story,Drama,1999,tt0166896,-5396228.776479063,4.8,nm0002070,nm0000651,nm1886964,nm0139388,1920,1949,1941,\N,21.0,58.0,4.0,1.0,M,F,F,M
The Virgin Queen of St. Francis High,Drama,1987,tt0096394,0.0,3.9,nm0833120,nm0159902,nm0941861,nm0406352,\N,1969,\N,\N,1.0,1.0,1.0,1.0,M,F,M,F
Man Push Cart,Drama,2005,tt0464105,0.0,4.7,nm1953498,nm1206701,nm1234217,nm0995946,\N,1981,1975,1967,5.0,118.0,2.0,27.0,M,F,M,M
Adrenalin: Fear the Rush,Drama,1996,tt0115471,56653.67390500478,4.0,nm0000483,nm0000449,nm0919256,nm0056336,1957,1974,1946,1964,73.0,133.0,21.0,11.0,M,F,M,F
Deception,Drama,1946,tt0038461,0.0,4.7,nm0000012,nm0002134,nm0001647,nm0007995,1908,1908,1889,1905,99.0,34.0,59.0,40.0,F,M,M,M
Strange Intruder,Drama,1956,tt0049805,0.0,4.4,nm0700803,nm0526946,nm0362267,nm0074405,1924,1918,1902,1927,86.0,127.0,49.0,20.0,M,F,F,M
Harry and Tonto,Drama,1974,tt0071598,0.0,5.3,nm0138770,nm0000995,nm0258089,nm0074596,1918,1932,1933,1909,251.0,160.0,9.0,13.0,M,F,M,M
The Doe Boy,Drama,2001,tt0243222,0.0,4.6,nm0000754,nm0031001,nm0033505,nm0037192,1960,1979,1971,1967,45.0,6.0,55.0,3.0,M,M,M,F
Just Between Friends,Drama,1986,tt0091310,11609286.614221303,4.6,nm0001546,nm0001101,nm0001441,nm0668372,1936,1947,1950,1946,263.0,587.0,123.0,37.0,F,M,F,F
Personal Effects,Drama,2009,tt1138489,0.0,4.5,nm0000201,nm0005110,nm0000870,nm3494226,1958,1978,1948,\N,69.0,371.0,150.0,1.0,F,M,F,M
Lolita,Drama,1962,tt0056193,11609286.614221303,5.0,nm0000051,nm0001859,nm0528987,nm0168324,1909,1920,1946,1932,139.0,88.0,15.0,11.0,M,F,F,M
God's Step Children,Drama,1938,tt0028942,0.0,4.4,nm0507295,nm0608572,nm0750975,nm0810229,\N,1904,1892,1900,1.0,3.0,1.0,2.0,F,F,F,F
Dust Be My Destiny,Drama,1939,tt0031259,0.0,4.6,nm0002092,nm0485509,nm0002118,nm0570451,1913,1915,1892,1898,28.0,16.0,97.0,77.0,M,F,M,M
The Invitation,Drama,1973,tt0070224,0.0,4.7,nm0081175,nm0150709,nm0168467,nm0171772,1940,1914,\N,1914,129.0,29.0,3.0,25.0,M,M,F,M
The Last Tycoon,Drama,1976,tt0074777,0.0,4.5,nm0000134,nm0000348,nm0000053,nm0603402,1943,1925,1917,1928,116.0,111.0,160.0,112.0,M,M,M,F
K-19: The Widowmaker,Drama,2002,tt0267626,-45121517.21608339,3.8,nm0000148,nm0819874,nm0824220,nm0131235,1942,1977,1971,1971,72.0,38.0,66.0,52.0,M,M,M,M
Evelyn,Drama,2002,tt0298856,0.0,4.7,nm0000112,nm0000523,nm0001644,nm1070538,1953,1966,1959,1992,213.0,298.0,190.0,6.0,M,F,M,F
Trouble Along the Way,Drama,1953,tt0046463,11609286.614221303,4.8,nm0000078,nm0001656,nm0002013,nm0876451,1907,1921,1877,1908,133.0,248.0,71.0,115.0,M,F,M,M
Kaboom,Drama,2010,tt1523483,586214.7496615922,4.4,nm0215281,nm2247245,nm3024712,nm0581953,1987,1988,1985,\N,151.0,24.0,17.0,52.0,M,F,M,F
The Wild Party,Drama,1929,tt0020590,0.0,4.5,nm0001966,nm0545298,nm0206496,nm0641336,1905,1897,1908,1910,29.0,75.0,39.0,4.0,F,M,F,F
Corporate,Drama,2006,tt0488381,0.0,4.6,nm0060607,nm1946407,nm0044796,nm0438494,1979,1966,1952,1961,60.0,96.0,105.0,87.0,F,M,M,M
RoboCop,Drama,1987,tt0093870,11609286.614221303,5.2,nm0000693,nm0000262,nm0641397,nm0001074,1947,1950,1919,1938,65.0,28.0,113.0,105.0,M,F,M,M
Mano Po 6: A Mother's Love,Drama,2009,tt1488579,0.0,4.5,nm0192117,nm0655777,nm0030672,nm0209649,1966,1964,1945,1956,163.0,425.0,435.0,692.0,F,F,F,M
The Dying Gaul,Drama,2005,tt0384929,418265.0753974824,4.5,nm0765597,nm0001714,nm0165101,nm1664567,1971,1961,1959,\N,67.0,117.0,112.0,1.0,M,M,F,M
Bee Season,Drama,2005,tt0387059,-8658889.913024964,4.2,nm0000152,nm0000300,nm1552919,nm1540404,1949,1964,1993,1985,70.0,77.0,3.0,14.0,M,F,F,M
The Edge of Love,Drama,2008,tt0819714,0.0,4.5,nm0461136,nm1092227,nm0722629,nm1409802,1985,1981,1974,\N,48.0,57.0,131.0,15.0,F,F,M,M
5 Branded Women,Drama,1960,tt0053561,0.0,4.6,nm0001336,nm0542146,nm0603402,nm0587256,1908,1930,1928,1929,58.0,24.0,112.0,98.0,M,F,F,F
The Sky Pilot,Drama,1921,tt0012699,0.0,4.4,nm0101071,nm0601067,nm0124877,nm0865178,1885,1899,1894,1863,16.0,26.0,17.0,70.0,M,F,M,M
Vaada,Drama,2005,tt0442855,0.0,4.4,nm0992000,nm1300301,nm0665349,nm0622186,1972,1980,1975,1956,67.0,19.0,31.0,952.0,M,M,F,M
Fort Apache Napoli,Drama,2009,tt1272011,-5296678.894549658,4.6,nm0211144,nm1779438,nm1494072,nm2691468,1977,1978,1979,1968,22.0,42.0,44.0,43.0,M,F,M,M
Love in a Fallen City,Drama,1984,tt0087959,0.0,4.5,nm0000334,nm0583956,nm4323640,nm0156991,1955,1958,\N,1943,70.0,12.0,1.0,22.0,M,F,M,F
Younger and Younger,Drama,1993,tt0108636,0.0,4.2,nm0000661,nm0000357,nm0000409,nm0001419,1935,1961,1968,1937,214.0,48.0,60.0,83.0,M,F,M,F
Kadathanadan Ambadi,Drama,1990,tt0278525,0.0,4.4,nm0482320,nm0623427,nm0359880,nm0415538,1960,1926,1951,1955,267.0,131.0,39.0,95.0,M,M,M,M
Mumbai Matinee,Drama,2003,tt0382188,0.0,4.2,nm0097893,nm1106754,nm0704694,nm0795661,1967,1973,1963,1963,190.0,12.0,64.0,59.0,M,F,M,M
Because I Said So,Drama,2007,tt0490084,11609286.614221303,4.6,nm0000473,nm0601553,nm0532683,nm0779866,1946,1984,1972,1970,80.0,246.0,174.0,99.0,F,F,M,M
Water,Drama,2005,tt0240200,11609286.614221303,5.0,nm0712908,nm1303433,nm0084443,nm1084553,1972,1972,1965,1996,25.0,68.0,226.0,1.0,F,M,F,F
The Howards of Virginia,Drama,1940,tt0032612,0.0,4.4,nm0000026,nm0779549,nm0362567,nm0550701,1904,1912,1893,1909,67.0,40.0,86.0,24.0,M,F,M,M
The Miracle of the Bells,Drama,1948,tt0040594,-19693823.22357019,4.2,nm0534045,nm0885098,nm0000069,nm0002011,1908,1921,1915,1911,245.0,106.0,47.0,221.0,M,F,M,M
Angel Guts: Red Classroom,Drama,1979,tt0224235,0.0,4.4,nm1001475,nm0437704,nm1563995,nm2511002,1953,1944,\N,\N,2.0,32.0,4.0,1.0,F,M,F,M
Thunder Rock,Drama,1942,tt0035440,0.0,4.6,nm0714878,nm0000051,nm0611984,nm0658339,1908,1909,1914,1914,63.0,139.0,60.0,77.0,M,M,F,F
Gospel Hill,Drama,2008,tt0810880,0.0,4.3,nm1352900,nm0000284,nm0000291,nm3564930,1998,1962,1958,\N,11.0,151.0,156.0,1.0,F,M,F,M
Rosario Tijeras,Drama,2005,tt0382271,0.0,4.5,nm0555101,nm0880054,nm0136572,nm0654012,1977,1978,1977,\N,319.0,63.0,711.0,6.0,F,M,M,M
The Bride Wore Red,Drama,1937,tt0028661,0.0,4.5,nm0001076,nm0867144,nm0001870,nm0000992,1906,1905,1907,1884,87.0,79.0,388.0,40.0,F,M,M,F
Ten Little Indians,Drama,1989,tt0098454,0.0,4.2,nm0000587,nm0882853,nm0821734,nm0007042,1919,1939,1950,1917,125.0,73.0,32.0,95.0,M,F,M,M
Lore,Drama,2012,tt1996310,0.0,4.7,nm4551978,nm2837587,nm3047077,nm0488053,1993,1989,1999,1970,26.0,5.0,7.0,44.0,F,M,F,F
The Night and the Moment,Drama,1994,tt0110665,0.0,4.3,nm0000565,nm0000353,nm0001669,nm0140643,1955,1955,1958,1931,96.0,106.0,107.0,12.0,F,M,F,M
Convicted,Drama,1950,tt0042343,0.0,4.6,nm0001229,nm0002024,nm0593612,nm0540416,1916,1911,1903,1924,123.0,106.0,11.0,486.0,M,M,M,F
The Menace,Drama,1932,tt0020875,0.0,4.6,nm0912478,nm0126430,nm0000012,nm0602096,1876,1899,1908,1901,49.0,17.0,99.0,24.0,M,M,F,F
Gross Misconduct,Drama,1993,tt0107046,0.0,4.3,nm0915208,nm0001751,nm0149508,nm0942180,1968,1955,1960,1947,85.0,141.0,52.0,4.0,F,M,F,M
Somewhere,Drama,2010,tt1421051,6445519.963994639,4.6,nm0001151,nm1102577,nm0690686,nm2941165,1973,1998,1974,1982,120.0,82.0,4.0,3.0,M,F,M,F
Bad Day at Black Rock,Drama,1955,tt0047849,6445589.747899159,4.9,nm0000075,nm0752813,nm0004282,nm0415591,1900,1909,1930,1903,71.0,104.0,120.0,99.0,M,M,F,M
The Thaw,Drama,2009,tt1235448,0.0,4.3,nm0000174,nm0532900,nm0039148,nm0772704,1959,1984,1979,1984,70.0,98.0,102.0,88.0,M,F,M,M
Fled,Drama,1996,tt0116320,-11782878.97425672,4.1,nm0000401,nm0000286,nm0001599,nm0121559,1961,1966,1954,1960,196.0,174.0,58.0,34.0,M,M,M,M
The Other Boleyn Girl,Drama,2008,tt0467200,11609286.614221303,4.8,nm0000204,nm0424060,nm0051509,nm0836343,1981,1984,1968,1978,52.0,57.0,86.0,62.0,F,F,M,M
Tom Sawyer,Drama,1930,tt0021483,0.0,4.5,nm0001067,nm0244168,nm0338191,nm0514707,1914,1915,1920,1895,168.0,5.0,11.0,46.0,M,M,F,M
Man on Fire,Drama,1987,tt0093489,1082571.311378071,4.4,nm0001277,nm0539910,nm0000582,nm0000724,1939,1975,1943,1949,55.0,1.0,40.0,68.0,M,F,M,F
Scream 4,Drama,2011,tt1262416,11609286.614221303,4.7,nm0000117,nm0001073,nm0000274,nm1423955,1973,1964,1971,1989,234.0,420.0,179.0,208.0,F,F,M,F
Anastasia,Drama,1956,tt0048947,-30655228.939301036,4.7,nm0000006,nm0000989,nm0371040,nm0848667,1915,1920,1900,1899,44.0,51.0,42.0,64.0,F,M,F,M
